#WL |a|^2+|d|^2_ln00 |b|^2+|c|^2_ln00 |a|^2+|d|^2_ln01 |b|^2+|c|^2_ln01 |a|^2+|d|^2_ln02 |b|^2+|c|^2_ln02 |a|^2+|d|^2_ln10 |b|^2+|c|^2_ln10 |a|^2+|d|^2_ln11 |b|^2+|c|^2_ln11 |a|^2+|d|^2_ln12 |b|^2+|c|^2_ln12 |a|^2+|d|^2_ln20 |b|^2+|c|^2_ln20 |a|^2+|d|^2_ln21 |b|^2+|c|^2_ln21 |a|^2+|d|^2_ln22 |b|^2+|c|^2_ln22 |a|^2+|d|^2_ln30 |b|^2+|c|^2_ln30 |a|^2+|d|^2_ln31 |b|^2+|c|^2_ln31 |a|^2+|d|^2_ln32 |b|^2+|c|^2_ln32 
# |a|+|d|400.000000 0.317299 0.388654 0.027069 0.242066 0.003778 0.009534 1.387456 2.920166 1.554898 15.272500 2.124936 4.960141 1.323252 0.626370 0.102308 0.319801 0.012231 0.011560 1.468645 1.151240 1.008374 1.001136 1.000014 1.000006
549.500000 118.287299 0.777626 25.774931 0.190969 0.429083 0.001950 2.739117 1.127944 0.125101 0.421062 0.008409 0.006485 2.887024 0.946669 0.015243 0.213918 0.000351 0.002113 1.466803 1.077252 1.000451 1.000345 1.000000 1.000000
550.000000 115.602742 0.785260 25.751754 0.187711 0.450915 0.001940 2.724107 1.135358 0.121183 0.411198 0.008402 0.006391 2.846644 0.955699 0.015154 0.210236 0.000350 0.002103 1.463632 1.077667 1.000447 1.000335 1.000000 1.000000
550.500000 113.021995 0.793061 25.699670 0.184552 0.474468 0.001931 2.709528 1.142951 0.117346 0.401659 0.008396 0.006299 2.807486 0.964929 0.015065 0.206666 0.000349 0.002092 1.460527 1.078092 1.000442 1.000326 1.000000 1.000000
551.000000 110.525588 0.801010 25.602088 0.181480 0.499674 0.001922 2.695107 1.150711 0.113621 0.392422 0.008391 0.006209 2.769175 0.974338 0.014977 0.203194 0.000349 0.002082 1.457441 1.078524 1.000438 1.000317 1.000000 1.000000
551.500000 108.087939 0.809077 25.440180 0.178485 0.526548 0.001913 2.680719 1.158578 0.110029 0.383455 0.008386 0.006120 2.731357 0.983885 0.014890 0.199811 0.000348 0.002072 1.454330 1.078961 1.000434 1.000308 1.000000 1.000000
552.000000 105.695311 0.817208 25.197677 0.175565 0.554866 0.001904 2.666185 1.166483 0.106616 0.374754 0.008380 0.006033 2.693786 0.993506 0.014804 0.196513 0.000347 0.002063 1.451153 1.079398 1.000429 1.000300 1.000000 1.000000
552.500000 103.329204 0.825406 24.865488 0.172707 0.584518 0.001895 2.651303 1.174424 0.103413 0.366281 0.008374 0.005947 2.656135 1.003201 0.014719 0.193285 0.000347 0.002053 1.447875 1.079834 1.000425 1.000292 1.000000 1.000000
553.000000 100.985560 0.833599 24.438253 0.169916 0.615192 0.001887 2.636055 1.182302 0.100459 0.358047 0.008366 0.005862 2.618370 1.012885 0.014634 0.190132 0.000346 0.002043 1.444479 1.080264 1.000421 1.000284 1.000000 1.000000
553.500000 98.636208 0.841781 23.903586 0.167173 0.646580 0.001878 2.620204 1.190086 0.097784 0.349996 0.008357 0.005779 2.580028 1.022548 0.014550 0.187035 0.000345 0.002034 1.440912 1.080686 1.000417 1.000276 1.000000 1.000000
554.000000 96.291469 0.849881 23.271405 0.164486 0.677953 0.001869 2.603675 1.197706 0.095428 0.342157 0.008344 0.005697 2.541207 1.032105 0.014467 0.184002 0.000345 0.002024 1.437173 1.081094 1.000412 1.000269 1.000000 1.000000
554.500000 93.968361 0.857935 22.573890 0.161857 0.709343 0.001861 2.586670 1.205207 0.093368 0.334528 0.008329 0.005617 2.502237 1.041598 0.014384 0.181034 0.000344 0.002015 1.433314 1.081492 1.000408 1.000261 1.000000 1.000000
555.000000 91.677258 0.865992 21.836753 0.159283 0.740800 0.001852 2.569315 1.212653 0.091574 0.327095 0.008311 0.005537 2.463322 1.051088 0.014302 0.178128 0.000343 0.002005 1.429373 1.081883 1.000404 1.000254 1.000000 1.000000
555.500000 89.432419 0.874045 21.081320 0.156769 0.772322 0.001844 2.551833 1.220034 0.090018 0.319868 0.008291 0.005459 2.424774 1.060569 0.014222 0.175291 0.000343 0.001996 1.425393 1.082268 1.000400 1.000248 1.000000 1.000000
556.000000 87.248453 0.882146 20.330032 0.154316 0.803954 0.001836 2.534312 1.227436 0.088667 0.312850 0.008269 0.005383 2.386827 1.070103 0.014142 0.172523 0.000342 0.001987 1.421414 1.082651 1.000396 1.000241 1.000000 1.000000
556.500000 85.135105 0.890340 19.598910 0.151925 0.836023 0.001828 2.516931 1.234915 0.087481 0.306038 0.008245 0.005307 2.349707 1.079744 0.014063 0.169825 0.000341 0.001978 1.417475 1.083036 1.000392 1.000235 1.000000 1.000000
557.000000 83.102117 0.898648 18.899234 0.149599 0.868761 0.001820 2.499836 1.242511 0.086429 0.299438 0.008219 0.005234 2.313627 1.089522 0.013985 0.167200 0.000341 0.001969 1.413607 1.083425 1.000389 1.000229 1.000000 1.000000
557.500000 81.153646 0.907125 18.238426 0.147338 0.902792 0.001812 2.483208 1.250279 0.085476 0.293041 0.008193 0.005161 2.278743 1.099502 0.013908 0.164650 0.000340 0.001960 1.409842 1.083822 1.000385 1.000223 1.000000 1.000000
558.000000 79.302193 0.915818 17.626399 0.145146 0.938567 0.001804 2.467130 1.258312 0.084594 0.286860 0.008167 0.005090 2.245264 1.109742 0.013832 0.162176 0.000340 0.001951 1.406210 1.084232 1.000381 1.000217 1.000000 1.000000
558.500000 77.547758 0.924772 17.063897 0.143020 0.976781 0.001796 2.451706 1.266663 0.083761 0.280887 0.008140 0.005020 2.213254 1.120297 0.013757 0.159778 0.000339 0.001943 1.402729 1.084659 1.000377 1.000211 1.000000 1.000000
559.000000 75.887316 0.934029 16.548988 0.140960 1.018235 0.001788 2.437018 1.275374 0.082960 0.275111 0.008114 0.004952 2.182724 1.131219 0.013684 0.157455 0.000338 0.001934 1.399405 1.085106 1.000374 1.000206 1.000000 1.000000
559.500000 74.314070 0.943604 16.076134 0.138961 1.063249 0.001781 2.423008 1.284467 0.082189 0.269522 0.008089 0.004885 2.153566 1.142524 0.013611 0.155201 0.000338 0.001926 1.396226 1.085573 1.000370 1.000201 1.000000 1.000000
560.000000 72.818404 0.953456 15.636743 0.137023 1.111680 0.001773 2.409587 1.293888 0.081457 0.264116 0.008063 0.004819 2.125625 1.154163 0.013539 0.153015 0.000337 0.001917 1.393170 1.086057 1.000366 1.000196 1.000000 1.000000
560.500000 71.383659 0.963593 15.221138 0.135133 1.163139 0.001766 2.396527 1.303642 0.080778 0.258866 0.008036 0.004754 2.098570 1.166144 0.013468 0.150883 0.000337 0.001909 1.390195 1.086559 1.000363 1.000191 1.000000 1.000000
561.000000 69.996492 0.974007 14.821472 0.133286 1.217563 0.001758 2.383775 1.313689 0.080156 0.253750 0.008008 0.004691 2.072210 1.178455 0.013399 0.148801 0.000336 0.001901 1.387279 1.087077 1.000359 1.000187 1.000000 1.000000
561.500000 68.654779 0.984649 14.435489 0.131482 1.274156 0.001751 2.371227 1.323985 0.079599 0.248775 0.007979 0.004628 2.046475 1.191037 0.013330 0.146767 0.000335 0.001893 1.384405 1.087606 1.000356 1.000182 1.000000 1.000000
562.000000 67.347322 0.995503 14.057486 0.129715 1.332191 0.001744 2.358784 1.334491 0.079112 0.243922 0.007946 0.004566 2.021177 1.203870 0.013261 0.144775 0.000335 0.001885 1.381551 1.088145 1.000352 1.000178 1.000000 1.000000
562.500000 66.065015 1.006575 13.683912 0.127980 1.390721 0.001737 2.346319 1.345206 0.078702 0.239176 0.007911 0.004506 1.996132 1.216959 0.013194 0.142819 0.000334 0.001877 1.378693 1.088695 1.000349 1.000173 1.000000 1.000000
563.000000 64.804618 1.017804 13.312775 0.126277 1.448464 0.001730 2.333820 1.356045 0.078370 0.234535 0.007872 0.004446 1.971303 1.230232 0.013127 0.140899 0.000334 0.001869 1.375822 1.089249 1.000346 1.000169 1.000000 1.000000
563.500000 63.558858 1.029197 12.942204 0.124598 1.503593 0.001723 2.321111 1.367016 0.078122 0.229988 0.007830 0.004387 1.946509 1.243691 0.013061 0.139007 0.000333 0.001862 1.372915 1.089807 1.000342 1.000165 1.000000 1.000000
564.000000 62.323747 1.040696 12.570576 0.122946 1.554201 0.001716 2.308171 1.378036 0.077958 0.225530 0.007783 0.004329 1.921695 1.257269 0.012996 0.137145 0.000333 0.001854 1.369961 1.090366 1.000339 1.000161 1.000000 1.000000
564.500000 61.101972 1.052339 12.201464 0.121317 1.599736 0.001709 2.295036 1.389151 0.077866 0.221159 0.007732 0.004271 1.896914 1.271011 0.012931 0.135309 0.000332 0.001847 1.366971 1.090927 1.000336 1.000157 1.000000 1.000000
565.000000 59.899144 1.064121 11.838516 0.119717 1.639742 0.001702 2.281788 1.400363 0.077832 0.216882 0.007678 0.004215 1.872288 1.284912 0.012867 0.133505 0.000331 0.001839 1.363962 1.091490 1.000332 1.000153 1.000000 1.000000
565.500000 58.721369 1.076012 11.484869 0.118148 1.673782 0.001696 2.268513 1.411645 0.077845 0.212710 0.007622 0.004159 1.847952 1.298937 0.012804 0.131738 0.000331 0.001832 1.360950 1.092054 1.000329 1.000150 1.000000 1.000000
566.000000 57.566659 1.088091 11.141118 0.116607 1.702134 0.001689 2.255243 1.423080 0.077896 0.208628 0.007564 0.004104 1.823886 1.313181 0.012741 0.130001 0.000330 0.001825 1.357941 1.092624 1.000326 1.000146 1.000000 1.000000
566.500000 56.445441 1.100307 10.811483 0.115102 1.724967 0.001683 2.242074 1.434636 0.077972 0.204661 0.007505 0.004050 1.800296 1.327583 0.012679 0.128305 0.000330 0.001817 1.354958 1.093196 1.000323 1.000143 1.000000 1.000000
567.000000 55.355112 1.112713 10.495163 0.113629 1.742945 0.001676 2.229079 1.446356 0.078066 0.200792 0.007446 0.003997 1.777178 1.342209 0.012618 0.126647 0.000330 0.001810 1.352007 1.093775 1.000320 1.000139 1.000000 1.000000
567.500000 54.301661 1.125294 10.194441 0.112193 1.756488 0.001670 2.216297 1.458248 0.078169 0.197037 0.007387 0.003945 1.754641 1.357042 0.012557 0.125029 0.000329 0.001803 1.349103 1.094360 1.000317 1.000136 1.000000 1.000000
568.000000 53.288090 1.138061 9.910246 0.110796 1.766492 0.001663 2.203792 1.470339 0.078274 0.193398 0.007329 0.003894 1.732765 1.372096 0.012498 0.123455 0.000329 0.001796 1.346257 1.094951 1.000314 1.000133 1.000000 1.000000
568.500000 52.312182 1.151070 9.641576 0.109434 1.773786 0.001657 2.191603 1.482680 0.078378 0.189866 0.007271 0.003845 1.711533 1.387437 0.012438 0.121922 0.000328 0.001789 1.343472 1.095554 1.000311 1.000130 1.000000 1.000000
569.000000 51.375900 1.164321 9.388663 0.108110 1.779097 0.001651 2.179776 1.495281 0.078476 0.186442 0.007216 0.003796 1.691002 1.403069 0.012380 0.120430 0.000328 0.001782 1.340757 1.096167 1.000308 1.000127 1.000000 1.000000
569.500000 50.478791 1.177817 9.150789 0.106823 1.782824 0.001645 2.168329 1.508149 0.078568 0.183127 0.007162 0.003748 1.671179 1.418993 0.012322 0.118981 0.000327 0.001775 1.338114 1.096792 1.000305 1.000124 1.000000 1.000000
570.000000 49.617734 1.191585 8.926621 0.105570 1.784930 0.001638 2.157210 1.521315 0.078653 0.179914 0.007109 0.003701 1.651996 1.435242 0.012264 0.117571 0.000326 0.001769 1.335536 1.097431 1.000302 1.000121 1.000000 1.000000
570.500000 48.786498 1.205650 8.713628 0.104347 1.784949 0.001632 2.146366 1.534794 0.078737 0.176787 0.007058 0.003654 1.633338 1.451846 0.012208 0.116194 0.000326 0.001762 1.333009 1.098083 1.000299 1.000118 1.000000 1.000000
571.000000 47.985449 1.219971 8.511510 0.103155 1.782698 0.001626 2.135767 1.548548 0.078819 0.173751 0.007009 0.003609 1.615208 1.468753 0.012152 0.114851 0.000325 0.001755 1.330533 1.098747 1.000296 1.000116 1.000000 1.000000
571.500000 47.207818 1.234620 8.317865 0.101987 1.778034 0.001620 2.125393 1.562628 0.078905 0.170788 0.006962 0.003565 1.597492 1.486050 0.012096 0.113537 0.000325 0.001749 1.328095 1.099427 1.000293 1.000113 1.000000 1.000000
572.000000 46.454049 1.249570 8.132710 0.100844 1.770820 0.001614 2.115196 1.577023 0.078992 0.167900 0.006917 0.003521 1.580180 1.503704 0.012041 0.112251 0.000324 0.001742 1.325695 1.100121 1.000291 1.000111 1.000000 1.000000
572.500000 45.719660 1.264862 7.954530 0.099723 1.760780 0.001609 2.105136 1.591760 0.079085 0.165077 0.006875 0.003478 1.563188 1.521762 0.011987 0.110989 0.000324 0.001736 1.323321 1.100831 1.000288 1.000108 1.000000 1.000000
573.000000 45.003322 1.280486 7.782702 0.098622 1.747817 0.001603 2.095196 1.606825 0.079184 0.162316 0.006836 0.003435 1.546492 1.540212 0.011933 0.109750 0.000323 0.001729 1.320972 1.101556 1.000285 1.000106 1.000000 1.000000
573.500000 44.302251 1.296483 7.616419 0.097538 1.731844 0.001597 2.085336 1.622255 0.079290 0.159610 0.006799 0.003393 1.530031 1.559102 0.011880 0.108531 0.000323 0.001723 1.318640 1.102298 1.000283 1.000104 1.000000 1.000000
574.000000 43.614797 1.312853 7.455073 0.096472 1.712759 0.001591 2.075533 1.638044 0.079406 0.156956 0.006765 0.003352 1.513772 1.578429 0.011827 0.107330 0.000322 0.001716 1.316321 1.103057 1.000280 1.000101 1.000000 1.000000
574.500000 42.938811 1.329620 7.297934 0.095420 1.690602 0.001586 2.065783 1.654202 0.079532 0.154347 0.006735 0.003311 1.497681 1.598224 0.011775 0.106147 0.000322 0.001710 1.314011 1.103833 1.000277 1.000099 1.000000 1.000000
575.000000 42.275804 1.346756 7.145455 0.094384 1.665724 0.001580 2.056068 1.670714 0.079666 0.151789 0.006708 0.003271 1.481778 1.618453 0.011723 0.104981 0.000321 0.001704 1.311711 1.104626 1.000275 1.000097 1.000000 1.000000
575.500000 41.624376 1.364302 6.997293 0.093363 1.638372 0.001575 2.046366 1.687619 0.079809 0.149277 0.006684 0.003231 1.466033 1.639161 0.011672 0.103832 0.000321 0.001698 1.309419 1.105436 1.000272 1.000095 1.000000 1.000000
576.000000 40.985310 1.382176 6.853233 0.092358 1.608775 0.001569 2.036727 1.704814 0.079959 0.146816 0.006664 0.003192 1.450486 1.660254 0.011622 0.102702 0.000321 0.001692 1.307137 1.106259 1.000270 1.000093 1.000000 1.000000
576.500000 40.358378 1.400414 6.713363 0.091370 1.577385 0.001564 2.027128 1.722345 0.080115 0.144404 0.006646 0.003154 1.435124 1.681774 0.011572 0.101590 0.000320 0.001686 1.304866 1.107095 1.000267 1.000091 1.000000 1.000000
577.000000 39.744074 1.418969 6.577598 0.090398 1.544529 0.001559 2.017593 1.740156 0.080276 0.142042 0.006632 0.003116 1.419970 1.703665 0.011523 0.100497 0.000320 0.001680 1.302608 1.107943 1.000265 1.000089 1.000000 1.000000
577.500000 39.140992 1.437891 6.445678 0.089442 1.510456 0.001553 2.008089 1.758300 0.080443 0.139727 0.006621 0.003078 1.404987 1.725984 0.011474 0.099422 0.000319 0.001674 1.300358 1.108805 1.000262 1.000087 1.000000 1.000000
578.000000 38.550909 1.457055 6.317717 0.088504 1.475467 0.001548 1.998654 1.776639 0.080614 0.137465 0.006613 0.003041 1.390229 1.748587 0.011425 0.098367 0.000319 0.001669 1.298122 1.109672 1.000260 1.000085 1.000000 1.000000
578.500000 37.973355 1.476505 6.193742 0.087583 1.439963 0.001543 1.989260 1.795230 0.080786 0.135253 0.006608 0.003005 1.375676 1.771522 0.011377 0.097330 0.000318 0.001663 1.295899 1.110547 1.000257 1.000083 1.000000 1.000000
579.000000 37.407655 1.496225 6.073424 0.086678 1.404128 0.001538 1.979925 1.814043 0.080961 0.133091 0.006605 0.002970 1.361328 1.794771 0.011330 0.096313 0.000318 0.001657 1.293689 1.111429 1.000255 1.000082 1.000000 1.000000
579.500000 36.853686 1.516182 5.956631 0.085790 1.368155 0.001533 1.970650 1.833039 0.081138 0.130977 0.006604 0.002934 1.347186 1.818296 0.011283 0.095315 0.000318 0.001652 1.291491 1.112316 1.000253 1.000080 1.000000 1.000000
580.000000 36.313675 1.536271 5.843869 0.084921 1.332441 0.001528 1.961421 1.852133 0.081313 0.128920 0.006605 0.002900 1.333292 1.841970 0.011236 0.094338 0.000317 0.001646 1.289311 1.113200 1.000250 1.000078 1.000000 1.000000
580.500000 35.783945 1.556643 5.734182 0.084067 1.297018 0.001523 1.952277 1.871443 0.081490 0.126904 0.006608 0.002866 1.319588 1.865976 0.011190 0.093378 0.000317 0.001641 1.287144 1.114091 1.000248 1.000076 1.000000 1.000000
581.000000 35.266652 1.577262 5.628175 0.083230 1.262331 0.001518 1.943201 1.890963 0.081666 0.124936 0.006612 0.002833 1.306109 1.890267 0.011144 0.092436 0.000316 0.001635 1.284995 1.114987 1.000246 1.000075 1.000000 1.000000
581.500000 34.761364 1.598146 5.525661 0.082408 1.228504 0.001513 1.934211 1.910705 0.081840 0.123014 0.006618 0.002800 1.292856 1.914868 0.011098 0.091512 0.000316 0.001630 1.282865 1.115890 1.000243 1.000073 1.000000 1.000000
582.000000 34.267174 1.619376 5.426488 0.081600 1.195644 0.001508 1.925297 1.930756 0.082013 0.121133 0.006625 0.002768 1.279807 1.939873 0.011053 0.090605 0.000315 0.001624 1.280754 1.116803 1.000241 1.000072 1.000000 1.000000
582.500000 33.783890 1.640980 5.330516 0.080807 1.163841 0.001503 1.916486 1.951137 0.082185 0.119290 0.006633 0.002736 1.266967 1.965316 0.011009 0.089712 0.000315 0.001619 1.278662 1.117729 1.000239 1.000070 1.000000 1.000000
583.000000 33.312526 1.662922 5.237883 0.080028 1.133234 0.001498 1.907795 1.971818 0.082355 0.117489 0.006643 0.002704 1.254366 1.991155 0.010964 0.088837 0.000315 0.001614 1.276594 1.118666 1.000237 1.000069 1.000000 1.000000
583.500000 32.851894 1.685303 5.148343 0.079262 1.103810 0.001493 1.899221 1.992898 0.082524 0.115725 0.006653 0.002673 1.241976 2.017510 0.010920 0.087977 0.000314 0.001608 1.274548 1.119619 1.000234 1.000068 1.000000 1.000000
584.000000 32.401891 1.708235 5.062029 0.078508 1.075687 0.001489 1.890732 2.014521 0.082691 0.113996 0.006664 0.002643 1.229782 2.044512 0.010877 0.087129 0.000314 0.001603 1.272523 1.120595 1.000232 1.000066 1.000000 1.000000
584.500000 31.962861 1.731648 4.978705 0.077768 1.048800 0.001484 1.882392 2.036583 0.082857 0.112303 0.006676 0.002613 1.217818 2.072081 0.010834 0.086297 0.000313 0.001598 1.270524 1.121590 1.000230 1.000065 1.000000 1.000000
585.000000 31.534562 1.755640 4.898427 0.077039 1.023192 0.001479 1.874172 2.059209 0.083021 0.110644 0.006689 0.002584 1.206068 2.100330 0.010792 0.085479 0.000313 0.001593 1.268550 1.122609 1.000228 1.000064 1.000000 1.000000
585.500000 31.116367 1.780250 4.820944 0.076323 0.998776 0.001475 1.866092 2.082422 0.083185 0.109017 0.006702 0.002555 1.194526 2.129309 0.010749 0.084674 0.000313 0.001588 1.266599 1.123656 1.000226 1.000062 1.000000 1.000000
586.000000 30.708722 1.805493 4.746354 0.075618 0.975575 0.001470 1.858138 2.106256 0.083346 0.107424 0.006716 0.002526 1.183199 2.159032 0.010708 0.083882 0.000312 0.001583 1.264674 1.124729 1.000224 1.000061 1.000000 1.000000
586.500000 30.310620 1.831390 4.674343 0.074925 0.953436 0.001466 1.850308 2.130716 0.083507 0.105861 0.006731 0.002498 1.172068 2.189525 0.010666 0.083104 0.000312 0.001578 1.262772 1.125831 1.000222 1.000060 1.000000 1.000000
587.000000 29.921724 1.857955 4.604776 0.074243 0.932290 0.001461 1.842603 2.155811 0.083668 0.104329 0.006747 0.002470 1.161128 2.220805 0.010625 0.082337 0.000311 0.001573 1.260892 1.126960 1.000220 1.000059 1.000000 1.000000
587.500000 29.541775 1.885211 4.537562 0.073571 0.912091 0.001457 1.835015 2.181567 0.083829 0.102827 0.006763 0.002442 1.150374 2.252898 0.010585 0.081583 0.000311 0.001568 1.259034 1.128119 1.000218 1.000057 1.000000 1.000000
588.000000 29.171935 1.913055 4.472819 0.072913 0.892863 0.001453 1.827556 2.207887 0.083987 0.101359 0.006780 0.002415 1.139838 2.285683 0.010545 0.080843 0.000311 0.001563 1.257200 1.129301 1.000216 1.000056 1.000000 1.000000
588.500000 28.810468 1.941589 4.410169 0.072265 0.874452 0.001448 1.820219 2.234853 0.084145 0.099919 0.006797 0.002389 1.129482 2.319280 0.010505 0.080115 0.000310 0.001558 1.255388 1.130511 1.000214 1.000055 1.000000 1.000000
589.000000 28.457775 1.970794 4.349684 0.071627 0.856869 0.001444 1.812986 2.262463 0.084302 0.098510 0.006814 0.002363 1.119310 2.353666 0.010466 0.079399 0.000310 0.001553 1.253597 1.131748 1.000212 1.000054 1.000000 1.000000
589.500000 28.113060 2.000680 4.291084 0.071001 0.840004 0.001440 1.805882 2.290699 0.084460 0.097128 0.006832 0.002337 1.109318 2.388855 0.010427 0.078696 0.000310 0.001549 1.251826 1.133012 1.000210 1.000053 1.000000 1.000000
590.000000 27.777235 2.031230 4.234608 0.070386 0.823934 0.001435 1.798870 2.319582 0.084614 0.095778 0.006851 0.002311 1.099513 2.424823 0.010388 0.078005 0.000309 0.001544 1.250077 1.134302 1.000208 1.000052 1.000000 1.000000
590.500000 27.449008 2.062483 4.179897 0.069781 0.808516 0.001431 1.791970 2.349115 0.084769 0.094455 0.006870 0.002286 1.089878 2.461617 0.010349 0.077326 0.000309 0.001539 1.248348 1.135619 1.000206 1.000051 1.000000 1.000000
591.000000 27.128494 2.094409 4.126930 0.069187 0.793736 0.001427 1.785179 2.379274 0.084922 0.093159 0.006889 0.002262 1.080415 2.499204 0.010311 0.076658 0.000308 0.001535 1.246639 1.136961 1.000204 1.000050 1.000000 1.000000
591.500000 26.815358 2.127065 4.075673 0.068602 0.779573 0.001423 1.778475 2.410123 0.085075 0.091891 0.006909 0.002238 1.071112 2.537648 0.010274 0.076002 0.000308 0.001530 1.244948 1.138331 1.000203 1.000049 1.000000 1.000000
592.000000 26.509463 2.160405 4.026000 0.068028 0.765975 0.001419 1.771878 2.441599 0.085227 0.090649 0.006929 0.002214 1.061974 2.576896 0.010236 0.075357 0.000308 0.001526 1.243276 1.139727 1.000201 1.000048 1.000000 1.000000
592.500000 26.210065 2.194544 3.977836 0.067462 0.752913 0.001415 1.765358 2.473826 0.085378 0.089431 0.006949 0.002190 1.052977 2.617081 0.010199 0.074722 0.000307 0.001521 1.241621 1.141153 1.000199 1.000047 1.000000 1.000000
593.000000 25.916879 2.229468 3.931059 0.066905 0.740337 0.001411 1.758925 2.506775 0.085531 0.088237 0.006970 0.002167 1.044119 2.658189 0.010162 0.074098 0.000307 0.001517 1.239981 1.142608 1.000197 1.000046 1.000000 1.000000
593.500000 25.629740 2.265171 3.885599 0.066358 0.728217 0.001406 1.752583 2.540432 0.085684 0.087065 0.006991 0.002144 1.035399 2.700212 0.010125 0.073483 0.000307 0.001512 1.238358 1.144093 1.000195 1.000045 1.000000 1.000000
594.000000 25.347812 2.301816 3.841381 0.065817 0.716527 0.001402 1.746304 2.574965 0.085838 0.085913 0.007013 0.002122 1.026789 2.743339 0.010089 0.072876 0.000306 0.001508 1.236748 1.145614 1.000194 1.000045 1.000000 1.000000
594.500000 25.071523 2.339269 3.798366 0.065285 0.705247 0.001399 1.740108 2.610226 0.085994 0.084783 0.007035 0.002099 1.018310 2.787415 0.010053 0.072279 0.000306 0.001503 1.235153 1.147164 1.000192 1.000044 1.000000 1.000000
595.000000 24.800255 2.377638 3.756476 0.064760 0.694348 0.001395 1.733983 2.646320 0.086151 0.083673 0.007058 0.002078 1.009942 2.832565 0.010018 0.071690 0.000305 0.001499 1.233570 1.148749 1.000190 1.000043 1.000000 1.000000
595.500000 24.534005 2.416949 3.715723 0.064243 0.683832 0.001391 1.727915 2.683285 0.086310 0.082582 0.007081 0.002056 1.001683 2.878820 0.009982 0.071110 0.000305 0.001495 1.232001 1.150368 1.000189 1.000042 1.000000 1.000000
596.000000 24.272265 2.457210 3.675955 0.063733 0.673644 0.001387 1.721917 2.721096 0.086471 0.081510 0.007104 0.002035 0.993526 2.926189 0.009947 0.070537 0.000305 0.001490 1.230443 1.152022 1.000187 1.000041 1.000000 1.000000
596.500000 24.014475 2.498561 3.637111 0.063229 0.663766 0.001383 1.715981 2.759889 0.086636 0.080453 0.007129 0.002013 0.985456 2.974836 0.009913 0.069972 0.000304 0.001486 1.228895 1.153718 1.000185 1.000041 1.000000 1.000000
597.000000 23.761153 2.540904 3.599235 0.062732 0.654207 0.001379 1.710108 2.799571 0.086803 0.079414 0.007154 0.001993 0.977488 3.024645 0.009878 0.069414 0.000304 0.001482 1.227360 1.155449 1.000184 1.000040 1.000000 1.000000
597.500000 23.512096 2.584277 3.562278 0.062241 0.644952 0.001375 1.704299 2.840171 0.086973 0.078393 0.007179 0.001972 0.969617 3.075663 0.009844 0.068864 0.000304 0.001478 1.225835 1.157217 1.000182 1.000039 1.000000 1.000000
598.000000 23.267006 2.628785 3.526228 0.061757 0.635995 0.001372 1.698538 2.881798 0.087145 0.077387 0.007205 0.001952 0.961832 3.128008 0.009811 0.068320 0.000303 0.001474 1.224321 1.159027 1.000180 1.000038 1.000000 1.000000
598.500000 23.026473 2.674251 3.491087 0.061280 0.627333 0.001368 1.692845 2.924267 0.087318 0.076400 0.007232 0.001932 0.954155 3.181476 0.009777 0.067785 0.000303 0.001470 1.222819 1.160869 1.000179 1.000038 1.000000 1.000000
599.000000 22.790365 2.720715 3.456837 0.060810 0.618960 0.001364 1.687214 2.967616 0.087492 0.075431 0.007259 0.001912 0.946583 3.236112 0.009744 0.067258 0.000303 0.001466 1.221330 1.162744 1.000177 1.000037 1.000000 1.000000
599.500000 22.557676 2.768376 3.423315 0.060346 0.610825 0.001361 1.681657 3.012003 0.087671 0.074476 0.007286 0.001892 0.939094 3.292152 0.009711 0.066737 0.000302 0.001462 1.219851 1.164662 1.000176 1.000036 1.000000 1.000000
600.000000 22.329769 2.816974 3.390734 0.059889 0.602989 0.001357 1.676143 3.057233 0.087848 0.073541 0.007314 0.001873 0.931716 3.349285 0.009679 0.066225 0.000302 0.001458 1.218385 1.166609 1.000174 1.000036 1.000000 1.000000
